id,Tract,Subdivision,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed,Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Percent!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces,Percent!!EMPLOYMENT STATUS!!Civilian labor force!!Unemployment Rate,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations","Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Estimate!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations","Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining","Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Agriculture, forestry, fishing and hunting, and mining",Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Construction,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Construction,Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Manufacturing,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Manufacturing,Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Wholesale trade,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Wholesale trade,Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Retail trade,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Retail trade,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities","Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Transportation and warehousing, and utilities",Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Information,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Information,"Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing","Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Finance and insurance, and real estate and rental and leasing","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services","Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Professional, scientific, and management, and administrative and waste management services","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance","Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Educational services, and health care and social assistance","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services","Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Arts, entertainment, and recreation, and accommodation and food services","Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Other services, except public administration","Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Other services, except public administration",Estimate!!INDUSTRY!!Civilian employed population 16 years and over!!Public administration,Percent!!INDUSTRY!!Civilian employed population 16 years and over!!Public administration,Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!Median household income (dollars),Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!Mean household income (dollars),Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Per capita income (dollars),Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,"Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),"Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,Estimate!!Total!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Estimate!!Total!!MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma",Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency),"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree",Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher,Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher
1400000US12086000126,"Census Tract 1.26, Miami-Dade County, Florida","Miami Beach CCD, Miami-Dade County, Florida",2068,971,47,913,44.1,58,2.8,0,0,6,201,22,170,18.6,366,40.1,168,18.4,8,0.9,0,0,163,17.9,0,0,28,3.1,177,19.4,83,9.1,9,1,49,5.4,31,3.4,168,18.4,128,14,64,7,13,1.4,32423,61361,72685,32420,31411,1988,90,71,400,424,271,415,317,1827,732,32272,4.5,3.6,20.1,21.3,13.6,20.9,15.9,91.9,36.8
1400000US12086000127,"Census Tract 1.27, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",2238,1275,57,1231,55,44,2,0,0,3.5,535,43.5,198,16.1,369,30,38,3.1,91,7.4,6,0.5,68,5.5,20,1.6,23,1.9,223,18.1,156,12.7,0,0,233,18.9,154,12.5,118,9.6,178,14.5,17,1.4,35,2.8,36974,80544,89183,41675,42103,2090,71,58,335,638,190,510,288,1961,798,45028,3.4,2.8,16,30.5,9.1,24.4,13.8,93.8,38.2
1400000US12086000128,"Census Tract 1.28, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",2678,2093,78.2,1983,74,102,3.8,8,0.3,4.9,770,38.8,479,24.2,454,22.9,133,6.7,147,7.4,0,0,127,6.4,38,1.9,67,3.4,212,10.7,166,8.4,27,1.4,188,9.5,211,10.6,281,14.2,476,24,190,9.6,0,0,63889,96187,91594,45095,35440,2265,68,46,274,694,249,498,436,2151,934,36932,3,2,12.1,30.6,11,22,19.2,95,41.2
1400000US12086000129,"Census Tract 1.29, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",1878,658,35,658,35,0,0,0,0,0,373,56.7,53,8.1,192,29.2,32,4.9,8,1.2,32,4.9,32,4.9,30,4.6,11,1.7,53,8.1,0,0,37,5.6,124,18.8,160,24.3,62,9.4,51,7.8,26,4,40,6.1,114653,208962,226235,104125,64167,1781,0,17,184,306,133,644,497,1764,1141,64769,0,1,10.3,17.2,7.5,36.2,27.9,99,64.1
1400000US12086000130,"Census Tract 1.30, Miami-Dade County, Florida","Miami Beach CCD, Miami-Dade County, Florida",2350,1214,51.7,1175,50,39,1.7,0,0,3.2,655,55.7,126,10.7,364,31,0,0,30,2.6,0,0,78,6.6,0,0,110,9.4,195,16.6,23,2,0,0,184,15.7,270,23,178,15.1,69,5.9,68,5.8,0,0,73125,119591,119628,60437,48355,2251,164,45,352,409,91,716,474,2042,1190,48651,7.3,2,15.6,18.2,4,31.8,21.1,90.7,52.9
1400000US12086000131,"Census Tract 1.31, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",3103,2117,68.2,1985,64,132,4.3,0,0,6.2,972,49,355,17.9,557,28.1,69,3.5,32,1.6,18,0.9,23,1.2,182,9.2,86,4.3,194,9.8,176,8.9,33,1.7,223,11.2,319,16.1,350,17.6,149,7.5,89,4.5,143,7.2,67500,105149,122776,51723,48963,2829,33,42,336,516,112,1039,751,2754,1790,51388,1.2,1.5,11.9,18.2,4,36.7,26.5,97.3,63.3
1400000US12086000132,"Census Tract 1.32, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",3860,1851,48,1765,45.7,86,2.2,0,0,4.6,648,36.7,333,18.9,488,27.6,74,4.2,222,12.6,0,0,86,4.9,69,3.9,54,3.1,245,13.9,188,10.7,67,3.8,111,6.3,132,7.5,414,23.5,190,10.8,101,5.7,108,6.1,31181,47295,60698,30460,32334,3762,137,243,851,1024,341,608,558,3382,1166,32581,3.6,6.5,22.6,27.2,9.1,16.2,14.8,89.9,31
1400000US12086000133,"Census Tract 1.33, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",5588,3619,64.8,3458,61.9,161,2.9,0,0,4.4,2095,60.6,355,10.3,813,23.5,111,3.2,84,2.4,62,1.8,94,2.7,111,3.2,236,6.8,357,10.3,159,4.6,120,3.5,525,15.2,532,15.4,839,24.3,231,6.7,111,3.2,81,2.3,114926,173796,155260,72117,50404,4885,39,132,324,916,348,1955,1171,4714,3126,57090,0.8,2.7,6.6,18.8,7.1,40,24,96.5,64
1400000US12086000134,"Census Tract 1.34, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",2514,1490,59.3,1403,55.8,87,3.5,0,0,5.8,640,45.6,198,14.1,308,22,70,5,187,13.3,0,0,58,4.1,60,4.3,75,5.3,213,15.2,88,6.3,14,1,152,10.8,200,14.3,279,19.9,188,13.4,63,4.5,13,0.9,31639,48474,54189,27433,30526,2230,27,78,494,588,147,568,328,2125,896,31875,1.2,3.5,22.2,26.4,6.6,25.5,14.7,95.3,40.2
1400000US12086000140,"Census Tract 1.40, Miami-Dade County, Florida","Miami Beach CCD, Miami-Dade County, Florida",3455,2846,82.4,2743,79.4,103,3,0,0,3.6,1078,39.3,569,20.7,833,30.4,74,2.7,189,6.9,35,1.3,104,3.8,23,0.8,102,3.7,436,15.9,131,4.8,19,0.7,352,12.8,542,19.8,268,9.8,425,15.5,237,8.6,69,2.5,54548,72727,76134,38412,40962,3269,26,114,475,765,517,1021,351,3129,1372,41593,0.8,3.5,14.5,23.4,15.8,31.2,10.7,95.7,42
1400000US12086000202,"Census Tract 2.02, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",5397,3738,69.3,3505,64.9,233,4.3,0,0,6.2,657,18.7,1142,32.6,939,26.8,422,12,345,9.8,0,0,422,12,193,5.5,17,0.5,499,14.2,507,14.5,0,0,206,5.9,361,10.3,405,11.6,474,13.5,251,7.2,170,4.9,41143,51879,54360,19565,23924,4700,610,530,1465,1112,196,614,173,3560,787,30678,13,11.3,31.2,23.7,4.2,13.1,3.7,75.7,16.7
1400000US12086000204,"Census Tract 2.04, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",4078,2524,61.9,2373,58.2,151,3.7,0,0,6,597,25.2,585,24.7,759,32,177,7.5,255,10.7,25,1.1,109,4.6,57,2.4,33,1.4,345,14.5,232,9.8,9,0.4,127,5.4,276,11.6,612,25.8,382,16.1,81,3.4,85,3.6,62262,79722,79954,21797,26257,3584,359,290,1061,770,296,577,231,2935,808,27961,10,8.1,29.6,21.5,8.3,16.1,6.4,81.9,22.5
1400000US12086000206,"Census Tract 2.06, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",5039,3088,61.3,2858,56.7,230,4.6,0,0,7.4,639,22.4,978,34.2,444,15.5,340,11.9,457,16,0,0,246,8.6,48,1.7,27,0.9,327,11.4,219,7.7,50,1.7,82,2.9,294,10.3,703,24.6,582,20.4,119,4.2,161,5.6,43508,50059,51809,15168,22922,4039,502,492,1114,847,328,601,155,3045,756,26630,12.4,12.2,27.6,21,8.1,14.9,3.8,75.4,18.7
1400000US12086000209,"Census Tract 2.09, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",6877,4148,60.3,3705,53.9,443,6.4,0,0,10.7,550,14.8,1320,35.6,927,25,241,6.5,667,18,0,0,176,4.8,168,4.5,36,1,485,13.1,495,13.4,0,0,159,4.3,487,13.1,590,15.9,722,19.5,184,5,203,5.5,31977,40082,41094,13728,22560,5851,352,814,2126,1191,540,576,252,4685,828,24614,6,13.9,36.3,20.4,9.2,9.8,4.3,80.1,14.2
1400000US12086000211,"Census Tract 2.11, Miami-Dade County, Florida","Miami CCD, Miami-Dade County, Florida",2327,1660,71.3,1490,64,162,7,8,0.3,9.8,380,25.5,343,23,395,26.5,186,12.5,186,12.5,0,0,153,10.3,52,3.5,83,5.6,222,14.9,106,7.1,6,0.4,49,3.3,185,12.4,322,21.6,238,16,43,2.9,31,2.1,53533,64012,64654,23778,30605,1980,161,40,499,563,253,364,100,1779,464,31127,8.1,2,25.2,28.4,12.8,18.4,5.1,89.8,23.4
